-0.108279	0.0577764	0.526636	
-0.109144	0.054906	0.535917	
-0.10836	0.0516427	0.545074	
-0.10595	0.0480857	0.553829	
-0.101988	0.0443431	0.561917	
-0.0965939	0.0405286	0.569091	
-0.0899318	0.0367581	0.575134	
-0.0822041	0.0331461	0.579862	
-0.0736455	0.0298025	0.583131	
-0.108232	0.0300221	0.520064	
-0.109099	0.0284232	0.529646	
-0.108318	0.027236	0.539295	
-0.105913	0.0264967	0.548717	
-0.101957	0.0262278	0.557627	
-0.0965699	0.0264374	0.565755	
-0.0899154	0.0271191	0.572852	
-0.0821957	0.0282523	0.578703	
-0.0736455	0.0298025	0.583131	
-0.0947577	0.00490458	0.519037	
-0.0962423	0.00445626	0.528666	
-0.0964695	0.00514799	0.538391	
-0.0954324	0.00695873	0.547918	
-0.0931626	0.00983347	0.556957	
-0.089729	0.0136849	0.565233	
-0.0852359	0.0183959	0.572495	
-0.0798199	0.0238234	0.578522	
-0.0736455	0.0298025	0.583131	
-0.0714673	-0.010846	0.52383	
-0.0740188	-0.0105728	0.533239	
-0.0759883	-0.00870285	0.542606	
-0.0773157	-0.00529305	0.551646	
-0.0779609	-0.000446992	0.560085	
-0.0779041	0.00568809	0.567666	
-0.0771472	0.0129258	0.574159	
-0.0757132	0.0210462	0.579367	
-0.0736455	0.0298025	0.583131	
-0.0446011	-0.0130093	0.533159	
-0.0483834	-0.0126369	0.54214	
-0.0523625	-0.0106052	0.55081	
-0.0564175	-0.00697576	0.558903	
-0.0604252	-0.00185896	0.566174	
-0.0642638	0.00458977	0.572403	
-0.0678167	0.0121745	0.577399	
-0.0709759	0.0206647	0.581012	
-0.0736455	0.0298025	0.583131	
-0.021358	-0.00100554	0.544524	
-0.0262051	-0.00118311	0.552985	
-0.0319228	-4.92852e-05	0.560804	
-0.0383376	0.00236147	0.567743	
-0.0452543	0.00597592	0.573592	
-0.052463	0.0106842	0.578173	
-0.0597445	0.0163433	0.581346	
-0.0668775	0.0227813	0.583016	
-0.0736455	0.0298025	0.583131	
-0.00796581	0.0219488	0.55488	
-0.0134264	0.0207196	0.562866	
-0.020146	0.0201364	0.569911	
-0.0279203	0.0202168	0.575799	
-0.0365132	0.0209583	0.580352	
-0.0456636	0.0223384	0.583431	
-0.0550934	0.0243153	0.584943	
-0.0645161	0.0268288	0.584842	
-0.0736455	0.0298025	0.583131	
-0.00801306	0.0497031	0.561452	
-0.0134715	0.0472025	0.569137	
-0.0201875	0.0445431	0.57569	
-0.0279571	0.0418058	0.580911	
-0.0365441	0.0390736	0.584641	
-0.0456876	0.0364297	0.586767	
-0.0551098	0.0339542	0.587225	
-0.0645245	0.0317226	0.586001	
-0.0736455	0.0298025	0.583131	
-0.105185	0.0981017	0.517165	
-0.106232	0.0984861	0.526853	
-0.105691	0.0982674	0.536589	
-0.103578	0.0974523	0.546075	
-0.0999565	0.0960655	0.555023	
-0.0949369	0.0941492	0.563163	
-0.0886718	0.0917615	0.570245	
-0.0813515	0.0889752	0.576056	
-0.0731984	0.0858747	0.580418	
-0.108544	0.0699053	0.519843	
-0.109437	0.0715814	0.529409	
-0.108645	0.0734719	0.538944	
-0.106191	0.0755193	0.548158	
-0.102149	0.0776616	0.556772	
-0.0966423	0.0798335	0.564522	
-0.0898384	0.081969	0.571175	
-0.0819438	0.0840034	0.576528	
-0.0731984	0.0858747	0.580418	
-0.0981685	0.0443855	0.527232	
-0.0995376	0.0472307	0.53646	
-0.0995214	0.0510301	0.545442	
-0.0981204	0.0556685	0.553906	
-0.095377	0.0610047	0.561594	
-0.0913748	0.0668767	0.568274	
-0.0862352	0.0731061	0.573742	
-0.0801144	0.0795036	0.577831	
-0.0731984	0.0858747	0.580418	
-0.0768393	0.0283803	0.537351	
-0.0791856	0.0319587	0.546115	
-0.0807649	0.0369555	0.55434	
-0.0815292	0.0432187	0.561777	
-0.0814554	0.0505581	0.568199	
-0.0805456	0.0587507	0.573412	
-0.0788276	0.0675476	0.577256	
-0.0763535	0.0766814	0.579615	
-0.0731984	0.0858747	0.580418	
-0.0502711	0.0261784	0.547489	
-0.0538345	0.0298577	0.555789	
-0.0574012	0.0350191	0.563256	
-0.0608629	0.0415059	0.569663	
-0.0641143	0.0491209	0.574816	
-0.0670566	0.0576328	0.578559	
-0.0696006	0.0667829	0.580777	
-0.0716688	0.0762932	0.581403	
-0.0731984	0.0858747	0.580418	
-0.0255829	0.0383697	0.55493	
-0.0302773	0.0414905	0.562888	
-0.0356908	0.0457399	0.569799	
-0.0416588	0.050989	0.575451	
-0.0480002	0.0570782	0.579673	
-0.0545221	0.0638224	0.582336	
-0.0610264	0.0710168	0.583361	
-0.0673156	0.0784428	0.582715	
-0.0731984	0.0858747	0.580418	
-0.00938984	0.0616875	0.557679	
-0.014826	0.0637401	0.565512	
-0.0214508	0.0662453	0.572216	
-0.0290629	0.0691271	0.577589	
-0.0374309	0.0722978	0.581467	
-0.0463007	0.0756612	0.583732	
-0.0554027	0.079115	0.584316	
-0.0644603	0.0825544	0.5832	
-0.0731984	0.0858747	0.580418	
-0.00603083	0.089884	0.555	
-0.0116209	0.0906448	0.562956	
-0.0184969	0.0910408	0.569861	
-0.02645	0.09106	0.575506	
-0.0352384	0.0907017	0.579719	
-0.0445952	0.0899769	0.582372	
-0.0542361	0.0889076	0.583385	
-0.063868	0.0875262	0.582727	
-0.0731984	0.0858747	0.580418	
-0.097476	0.132589	0.495334	
-0.0983115	0.136185	0.504361	
-0.0976406	0.139042	0.513662	
-0.0954838	0.141073	0.522954	
-0.0919064	0.142216	0.531954	
-0.0870173	0.142437	0.54039	
-0.0809649	0.14173	0.548005	
-0.0739333	0.140115	0.554567	
-0.0661359	0.137642	0.559878	
-0.104117	0.107349	0.506836	
-0.104649	0.112101	0.515337	
-0.103481	0.116846	0.523777	
-0.10065	0.121439	0.531901	
-0.0962413	0.125742	0.539462	
-0.0903892	0.129623	0.54623	
-0.0832715	0.132964	0.552	
-0.0751043	0.135665	0.556595	
-0.0661359	0.137642	0.559878	
-0.0967286	0.0845186	0.522253	
-0.0975984	0.0903163	0.530047	
-0.0969834	0.0967687	0.537334	
-0.0949024	0.10368	0.543893	
-0.0914186	0.11084	0.549525	
-0.0866378	0.118031	0.554057	
-0.0807054	0.125035	0.557354	
-0.0738015	0.131639	0.559314	
-0.0661359	0.137642	0.559878	
-0.0772893	0.0702154	0.537453	
-0.0790496	0.0766683	0.54455	
-0.0798888	0.0841908	0.550701	
-0.0797813	0.0925541	0.555716	
-0.0787305	0.101504	0.559445	
-0.0767683	0.110769	0.561774	
-0.0739542	0.120068	0.562633	
-0.0703738	0.129117	0.561994	
-0.0661359	0.137642	0.559878	
-0.0510083	0.0682721	0.548363	
-0.0539726	0.0748141	0.554961	
-0.0567777	0.0824818	0.560295	
-0.0593383	0.0910425	0.564203	
-0.0615768	0.100236	0.566567	
-0.063425	0.109783	0.567314	
-0.0648269	0.119393	0.566422	
